policy_id,inception_date,expiry_date,exposure_years,vehicle_age_years,vehicle_make,vehicle_segment,cubic_capacity,idv_inr,ncb_pct,policyholder_age,policyholder_gender,region,prior_claims_3y,claim_count,claim_amount_inr,fraud_flag
ABC-MOT-001191,2024-05-29,2025-05-29,0.5945,9,Maruti,SUV,1741,613719,50,26,F,Tier3,0,0,0.0,0
ABC-MOT-001192,2024-05-01,2025-05-01,0.6712,2,Toyota,Hatchback,1034,368311,35,38,M,Tier3,0,0,0.0,0
ABC-MOT-001193,2024-05-13,2025-05-13,0.6384,1,Maruti,SUV,1514,1282005,25,58,M,Tier1,0,0,0.0,0
ABC-MOT-001194,2024-12-10,2025-12-10,0.0603,0,Hyundai,Hatchback,997,746009,45,52,M,Tier2,0,0,0.0,0
ABC-MOT-001195,2024-07-16,2025-07-16,0.463,5,Mahindra,SUV,2103,898715,35,41,M,Tier1,0,0,0.0,0
ABC-MOT-001196,2024-05-19,2025-05-19,0.6219,0,Toyota,Hatchback,886,640960,0,18,F,Tier1,1,0,0.0,0
ABC-MOT-001197,2024-10-22,2025-10-22,0.1945,3,Tata,Sedan,1297,582157,25,32,M,Tier1,0,0,0.0,0
ABC-MOT-001198,2024-10-11,2025-10-11,0.2247,6,Mahindra,Sedan,1494,377247,45,41,M,Tier3,0,0,0.0,0
ABC-MOT-001199,2024-02-23,2025-02-22,0.8575,6,Maruti,Hatchback,1087,257612,45,37,M,Tier1,0,0,0.0,0
ABC-MOT-001200,2024-06-17,2025-06-17,0.5425,2,Toyota,Hatchback,805,396368,50,40,F,Tier2,0,1,32183.0,0
ABC-MOT-001201,2024-05-30,2025-05-30,0.5918,0,Maruti,Hatchback,935,711051,45,42,M,Tier1,0,0,0.0,0
ABC-MOT-001202,2024-06-13,2025-06-13,0.5534,2,Maruti,SUV,2499,1315421,20,33,F,Tier3,0,0,0.0,0
ABC-MOT-001203,2024-05-07,2025-05-07,0.6548,2,Other,Hatchback,934,558087,25,39,F,Tier3,0,0,0.0,0
ABC-MOT-001204,2024-10-28,2025-10-28,0.1781,3,Maruti,Hatchback,932,328189,25,38,M,Tier1,0,0,0.0,0
ABC-MOT-001205,2024-12-30,2025-12-30,0.0055,1,Maruti,Hatchback,1095,467798,25,31,M,Tier2,0,0,0.0,0
ABC-MOT-001206,2024-01-10,2025-01-09,0.9781,20,Tata,Sedan,1488,200000,45,62,M,Tier2,0,0,0.0,0
ABC-MOT-001207,2024-11-09,2025-11-09,0.1452,7,Maruti,SUV,1891,489263,0,34,F,Tier3,1,0,0.0,0
ABC-MOT-001208,2024-11-12,2025-11-12,0.137,0,Maruti,Sedan,1670,787363,35,18,M,Tier2,0,0,0.0,0
ABC-MOT-001209,2024-05-13,2025-05-13,0.6384,0,Tata,SUV,1530,1394752,45,61,F,Tier1,0,0,0.0,0
ABC-MOT-001210,2024-06-26,2025-06-26,0.5178,3,Mahindra,SUV,2212,829891,0,29,F,Tier1,2,0,0.0,0
ABC-MOT-001211,2024-02-07,2025-02-06,0.9014,8,Mahindra,SUV,1880,403154,25,50,M,Tier2,0,0,0.0,0
ABC-MOT-001212,2024-05-08,2025-05-08,0.6521,0,Maruti,SUV,2388,1331497,20,31,M,Tier2,0,0,0.0,0
ABC-MOT-001213,2024-03-28,2025-03-28,0.7644,8,Hyundai,Hatchback,1089,264408,25,46,M,Tier1,0,0,0.0,0
ABC-MOT-001214,2024-11-27,2025-11-27,0.0959,5,Honda,MUV,2441,464775,0,39,M,Tier3,1,0,0.0,0
ABC-MOT-001215,2024-02-09,2025-02-08,0.8959,8,Maruti,SUV,1628,560848,45,52,F,Tier3,0,0,0.0,0
ABC-MOT-001216,2024-05-04,2025-05-04,0.663,9,Maruti,SUV,1689,492663,35,37,M,Tier2,0,0,0.0,0
ABC-MOT-001217,2024-06-25,2025-06-25,0.5205,7,Maruti,Hatchback,1161,249742,25,32,M,Tier2,0,1,101759.0,0
ABC-MOT-001218,2024-12-23,2025-12-23,0.0247,5,Hyundai,Hatchback,956,317685,35,43,M,Tier2,0,0,0.0,0
ABC-MOT-001219,2024-10-26,2025-10-26,0.1836,11,Maruti,SUV,2315,261136,25,35,F,Tier2,0,0,0.0,0
ABC-MOT-001220,2024-12-08,2025-12-08,0.0658,5,Mahindra,Hatchback,1074,230662,45,18,M,Tier1,0,0,0.0,0
ABC-MOT-001221,2024-04-23,2025-04-23,0.6932,4,Other,SUV,1999,905591,0,32,M,Tier1,1,0,0.0,0
ABC-MOT-001222,2024-04-08,2025-04-08,0.7342,3,Maruti,Hatchback,818,523773,25,74,M,Tier1,0,0,0.0,0
ABC-MOT-001223,2024-07-28,2025-07-28,0.4301,7,Tata,Sedan,1244,386110,25,18,F,Tier3,0,0,0.0,0
ABC-MOT-001224,2024-05-04,2025-05-04,0.663,1,Maruti,Hatchback,1086,519233,35,42,M,Tier1,0,0,0.0,0
ABC-MOT-001225,2024-01-06,2025-01-05,0.989,20,Maruti,Hatchback,838,200000,25,37,M,Tier1,0,0,0.0,0
ABC-MOT-001226,2024-10-24,2025-10-24,0.189,8,Mahindra,Hatchback,801,251917,25,62,F,Tier2,0,0,0.0,0
ABC-MOT-001227,2024-02-04,2025-02-03,0.9096,0,Hyundai,SUV,1719,1743098,45,26,M,Tier3,0,0,0.0,0
ABC-MOT-001228,2024-03-12,2025-03-12,0.8082,6,Kia,SUV,2414,698585,20,41,M,Tier2,0,0,0.0,0
ABC-MOT-001229,2024-12-11,2025-12-11,0.0575,6,Hyundai,MUV,2126,690335,25,48,M,Tier1,0,0,0.0,0
ABC-MOT-001230,2024-09-24,2025-09-24,0.2712,0,Maruti,SUV,2218,1573058,0,37,M,Tier2,1,0,0.0,0
ABC-MOT-001231,2024-08-23,2025-08-23,0.3589,2,Hyundai,SUV,2152,1270811,0,30,M,Tier1,1,0,0.0,0
ABC-MOT-001232,2024-02-17,2025-02-16,0.874,1,Maruti,Sedan,1539,1031829,35,39,M,Tier2,0,0,0.0,0
ABC-MOT-001233,2024-04-01,2025-04-01,0.7534,1,Toyota,SUV,1756,1246015,20,36,M,Tier2,0,0,0.0,0
ABC-MOT-001234,2024-03-16,2025-03-16,0.7973,1,Tata,MUV,1928,1343192,20,36,M,Tier2,0,0,0.0,0
ABC-MOT-001235,2024-08-22,2025-08-22,0.3616,7,Maruti,SUV,2044,792506,50,51,M,Tier2,0,0,0.0,0
ABC-MOT-001236,2024-07-02,2025-07-02,0.5014,3,Hyundai,Hatchback,1195,430260,35,44,M,Tier1,0,0,0.0,0
ABC-MOT-001237,2024-05-11,2025-05-11,0.6438,1,Tata,SUV,2399,1099867,45,46,M,Tier2,0,0,0.0,0
ABC-MOT-001238,2024-09-29,2025-09-29,0.2575,1,Mahindra,Hatchback,1094,615088,0,43,M,Tier3,1,0,0.0,0
ABC-MOT-001239,2024-10-11,2025-10-11,0.2247,9,Maruti,Hatchback,1125,200000,0,51,M,Tier2,2,0,0.0,0
ABC-MOT-001240,2024-09-27,2025-09-27,0.263,3,Maruti,SUV,2307,1069497,35,55,F,Tier3,0,0,0.0,0
ABC-MOT-001241,2024-02-08,2025-02-07,0.8986,6,Maruti,SUV,2167,523863,35,36,M,Tier2,0,0,0.0,0
ABC-MOT-001242,2024-08-10,2025-08-10,0.3945,2,Maruti,Hatchback,1130,550335,20,49,F,Tier2,0,0,0.0,0
ABC-MOT-001243,2024-03-17,2025-03-17,0.7945,1,Hyundai,Hatchback,829,673438,20,24,M,Tier1,0,0,0.0,0
ABC-MOT-001244,2024-04-09,2025-04-09,0.7315,7,Maruti,SUV,1521,463764,0,18,M,Tier3,1,0,0.0,0
ABC-MOT-001245,2024-12-24,2025-12-24,0.0219,3,Hyundai,Hatchback,977,465701,25,61,M,Tier1,0,0,0.0,0
ABC-MOT-001246,2024-06-01,2025-06-01,0.5863,5,Hyundai,Hatchback,821,385192,0,35,M,Tier1,1,0,0.0,0
ABC-MOT-001247,2024-10-15,2025-10-15,0.2137,10,Maruti,SUV,1839,319873,25,43,F,Tier1,0,0,0.0,0
ABC-MOT-001248,2024-03-31,2025-03-31,0.7562,13,Kia,SUV,1698,241435,35,25,M,Tier2,0,0,0.0,0
ABC-MOT-001249,2024-12-21,2025-12-21,0.0301,6,Tata,Sedan,1774,434274,25,24,M,Tier2,0,0,0.0,0
ABC-MOT-001250,2024-04-11,2025-04-11,0.726,5,Maruti,Sedan,1593,634363,45,31,M,Tier2,0,0,0.0,0
ABC-MOT-001251,2024-03-07,2025-03-07,0.8219,8,Hyundai,Hatchback,816,214930,20,47,M,Tier1,0,0,0.0,0
ABC-MOT-001252,2024-04-28,2025-04-28,0.6795,1,Maruti,Hatchback,1049,412989,0,33,M,Tier2,1,0,0.0,0
ABC-MOT-001253,2024-03-04,2025-03-04,0.8301,2,Honda,SUV,2232,991800,45,35,M,Tier1,0,0,0.0,0
ABC-MOT-001254,2024-08-07,2025-08-07,0.4027,6,Tata,SUV,1825,682971,25,31,F,Tier2,0,0,0.0,0
ABC-MOT-001255,2024-02-22,2025-02-21,0.8603,2,Hyundai,Hatchback,1153,336194,25,53,M,Tier1,0,0,0.0,0
ABC-MOT-001256,2024-03-16,2025-03-16,0.7973,2,Kia,Hatchback,1189,501159,0,50,M,Tier1,2,0,0.0,0
ABC-MOT-001257,2024-09-13,2025-09-13,0.3014,11,Honda,Hatchback,1192,200000,0,34,M,Tier1,2,0,0.0,0
ABC-MOT-001258,2024-01-16,2025-01-15,0.9616,8,Honda,Hatchback,837,252144,20,48,M,Tier1,0,0,0.0,0
ABC-MOT-001259,2024-06-10,2025-06-10,0.5616,2,Maruti,Hatchback,979,529833,35,37,M,Tier2,0,0,0.0,0
ABC-MOT-001260,2024-09-10,2025-09-10,0.3096,3,Maruti,Hatchback,1110,498536,0,35,M,Tier3,1,0,0.0,0
ABC-MOT-001261,2024-06-12,2025-06-12,0.5562,9,Tata,SUV,1942,377223,0,39,F,Tier2,1,0,0.0,0
ABC-MOT-001262,2024-01-08,2025-01-07,0.9836,0,Hyundai,Hatchback,992,636930,50,47,M,Tier1,0,0,0.0,0
ABC-MOT-001263,2024-02-27,2025-02-26,0.8466,6,Tata,SUV,1828,814065,0,29,M,Tier1,2,0,0.0,0
ABC-MOT-001264,2024-12-21,2025-12-21,0.0301,0,Mahindra,Sedan,1451,1009449,0,46,M,Tier2,1,0,0.0,0
ABC-MOT-001265,2024-10-09,2025-10-09,0.2301,10,Maruti,SUV,2194,325212,45,69,M,Tier2,0,0,0.0,0
ABC-MOT-001266,2024-05-08,2025-05-08,0.6521,3,Maruti,MUV,1525,620975,20,42,M,Tier2,0,0,0.0,0
ABC-MOT-001267,2024-11-15,2025-11-15,0.1288,0,Hyundai,Hatchback,1119,638123,45,40,M,Tier2,0,0,0.0,0
ABC-MOT-001268,2024-01-03,2025-01-02,0.9973,0,Maruti,Hatchback,1091,599138,45,38,F,Tier1,0,0,0.0,0
ABC-MOT-001269,2024-01-18,2025-01-17,0.9562,0,Tata,SUV,1638,1886604,0,45,M,Tier3,1,0,0.0,0
ABC-MOT-001270,2024-11-19,2025-11-19,0.1178,2,Mahindra,Hatchback,1108,557709,25,20,F,Tier1,0,0,0.0,0
ABC-MOT-001271,2024-09-03,2025-09-03,0.3288,8,Hyundai,Hatchback,1008,244749,0,60,F,Tier2,2,0,0.0,0
ABC-MOT-001272,2024-08-07,2025-08-07,0.4027,0,Mahindra,Hatchback,927,773662,25,51,M,Tier1,0,0,0.0,0
ABC-MOT-001273,2024-05-06,2025-05-06,0.6575,7,Hyundai,SUV,1955,684592,0,32,F,Tier1,1,0,0.0,0
ABC-MOT-001274,2024-10-26,2025-10-26,0.1836,11,Mahindra,Hatchback,1006,200000,0,40,M,Tier1,1,0,0.0,0
ABC-MOT-001275,2024-08-10,2025-08-10,0.3945,2,Maruti,Sedan,1326,578118,25,33,M,Tier2,0,0,0.0,0
ABC-MOT-001276,2024-06-08,2025-06-08,0.5671,7,Mahindra,Sedan,1563,486128,25,43,M,Tier1,0,0,0.0,0
ABC-MOT-001277,2024-05-19,2025-05-19,0.6219,0,Mahindra,SUV,2129,1374633,0,40,M,Tier3,1,0,0.0,0
ABC-MOT-001278,2024-05-09,2025-05-09,0.6493,0,Maruti,Hatchback,947,752742,35,42,M,Tier1,0,0,0.0,0
ABC-MOT-001279,2024-07-29,2025-07-29,0.4274,1,Hyundai,SUV,1960,1017651,35,27,F,Tier1,0,0,0.0,0
ABC-MOT-001280,2024-08-27,2025-08-27,0.3479,2,Honda,SUV,2115,951666,0,34,M,Tier2,1,0,0.0,0
ABC-MOT-001281,2024-10-21,2025-10-21,0.1973,6,Maruti,Sedan,1502,540520,35,53,M,Tier1,0,0,0.0,0
ABC-MOT-001282,2024-05-28,2025-05-28,0.5973,9,Mahindra,Hatchback,973,229475,20,33,M,Tier1,0,0,0.0,0
ABC-MOT-001283,2024-04-02,2025-04-02,0.7507,2,Kia,SUV,2456,1417521,0,18,F,Tier1,1,0,0.0,0
ABC-MOT-001284,2024-07-22,2025-07-22,0.4466,3,Toyota,SUV,2378,776350,25,38,M,Tier2,0,0,0.0,0
ABC-MOT-001285,2024-08-01,2025-08-01,0.4192,20,Hyundai,Hatchback,951,200000,45,68,M,Tier1,0,0,0.0,0
ABC-MOT-001286,2024-04-11,2025-04-11,0.726,4,Tata,Hatchback,1087,391420,45,50,M,Tier2,0,0,0.0,0
ABC-MOT-001287,2024-01-27,2025-01-26,0.9315,2,Other,Hatchback,1124,581393,45,32,F,Tier2,0,0,0.0,0
ABC-MOT-001288,2024-05-01,2025-05-01,0.6712,9,Tata,Hatchback,844,200000,45,39,M,Tier3,0,0,0.0,0
ABC-MOT-001289,2024-01-26,2025-01-25,0.9342,20,Maruti,Hatchback,1036,200000,25,48,M,Tier1,0,0,0.0,0
ABC-MOT-001290,2024-01-31,2025-01-30,0.9205,2,Maruti,Hatchback,1119,365258,45,18,M,Tier2,0,0,0.0,0
ABC-MOT-001291,2024-12-19,2025-12-19,0.0356,5,Mahindra,Hatchback,822,363618,0,29,M,Tier1,1,0,0.0,0
ABC-MOT-001292,2024-10-12,2025-10-12,0.2219,13,Hyundai,SUV,1837,221062,45,44,M,Tier2,0,0,0.0,0
ABC-MOT-001293,2024-01-13,2025-01-12,0.9699,2,Maruti,SUV,2297,1510067,45,59,F,Tier1,0,0,0.0,0
ABC-MOT-001294,2024-05-07,2025-05-07,0.6548,3,Maruti,SUV,2435,772135,20,34,M,Tier2,0,0,0.0,0
ABC-MOT-001295,2024-04-03,2025-04-03,0.7479,4,Mahindra,SUV,2492,999574,25,58,M,Tier1,0,0,0.0,0
ABC-MOT-001296,2024-12-22,2025-12-22,0.0274,4,Hyundai,SUV,2103,1049068,45,30,F,Tier1,0,0,0.0,0
ABC-MOT-001297,2024-06-09,2025-06-09,0.5644,7,Toyota,Hatchback,817,209600,20,18,M,Tier1,0,0,0.0,0
ABC-MOT-001298,2024-04-05,2025-04-05,0.7425,6,Mahindra,SUV,1527,594133,0,48,M,Tier1,1,0,0.0,0
ABC-MOT-001299,2024-08-20,2025-08-20,0.3671,2,Other,Hatchback,1124,491444,0,46,M,Tier1,1,0,0.0,0
ABC-MOT-001300,2024-06-22,2025-06-22,0.5288,13,Toyota,Sedan,1640,204648,50,48,M,Tier2,0,0,0.0,0
ABC-MOT-001301,2024-03-09,2025-03-09,0.8164,3,Maruti,MUV,1693,925969,0,48,M,Tier1,1,0,0.0,0
ABC-MOT-001302,2024-04-21,2025-04-21,0.6986,1,Tata,SUV,1630,1383592,20,42,M,Tier2,0,0,0.0,0
ABC-MOT-001303,2024-02-16,2025-02-15,0.8767,5,Maruti,Hatchback,858,254793,25,36,M,Tier1,0,0,0.0,0
ABC-MOT-001304,2024-09-10,2025-09-10,0.3096,9,Other,SUV,2377,595526,0,37,F,Tier1,1,0,0.0,0
ABC-MOT-001305,2024-12-21,2025-12-21,0.0301,1,Maruti,Hatchback,1105,422382,20,34,M,Tier1,0,0,0.0,0
ABC-MOT-001306,2024-10-22,2025-10-22,0.1945,4,Tata,Hatchback,1179,373901,25,35,M,Tier2,0,0,0.0,0
ABC-MOT-001307,2024-05-17,2025-05-17,0.6274,2,Honda,Hatchback,845,581730,45,18,M,Tier2,0,0,0.0,0
ABC-MOT-001308,2024-06-27,2025-06-27,0.5151,0,Maruti,Hatchback,1078,748669,0,25,F,Tier2,1,0,0.0,0
ABC-MOT-001309,2024-01-23,2025-01-22,0.9425,1,Honda,SUV,2423,1056981,20,38,M,Tier1,0,0,0.0,0
ABC-MOT-001310,2024-05-14,2025-05-14,0.6356,6,Maruti,Hatchback,1013,234940,35,18,M,Tier2,0,0,0.0,0
ABC-MOT-001311,2024-01-12,2025-01-11,0.9726,7,Hyundai,Hatchback,1109,260189,20,18,F,Tier2,0,0,0.0,0
ABC-MOT-001312,2024-09-29,2025-09-29,0.2575,1,Hyundai,MUV,2102,952827,50,35,M,Tier3,0,0,0.0,0
ABC-MOT-001313,2024-11-28,2025-11-28,0.0932,5,Maruti,Sedan,1204,600838,25,38,F,Tier2,0,0,0.0,0
ABC-MOT-001314,2024-03-11,2025-03-11,0.811,2,Tata,Hatchback,971,470885,25,36,M,Tier1,0,0,0.0,0
ABC-MOT-001315,2024-09-03,2025-09-03,0.3288,4,Kia,Sedan,1356,515530,25,18,F,Tier3,0,0,0.0,0
ABC-MOT-001316,2024-08-07,2025-08-07,0.4027,0,Maruti,Sedan,1250,946622,20,58,M,Tier1,0,1,30745.0,0
ABC-MOT-001317,2024-06-01,2025-06-01,0.5863,0,Tata,Sedan,1557,1114666,20,22,F,Tier3,0,0,0.0,0
ABC-MOT-001318,2024-09-25,2025-09-25,0.2685,1,Toyota,SUV,2428,1545831,50,30,M,Tier1,0,0,0.0,0
ABC-MOT-001319,2024-09-05,2025-09-05,0.3233,1,Mahindra,SUV,1553,1216692,45,24,M,Tier2,0,0,0.0,0
ABC-MOT-001320,2024-04-08,2025-04-08,0.7342,2,Maruti,Hatchback,931,354516,50,55,F,Tier2,0,0,0.0,0
ABC-MOT-001321,2024-10-19,2025-10-19,0.2027,3,Kia,Sedan,1601,621479,35,45,M,Tier1,0,0,0.0,0
ABC-MOT-001322,2024-08-27,2025-08-27,0.3479,2,Maruti,Hatchback,925,501013,0,34,M,Tier2,3,0,0.0,0
ABC-MOT-001323,2024-04-24,2025-04-24,0.6904,0,Tata,SUV,1616,1733848,50,33,M,Tier1,0,0,0.0,0
ABC-MOT-001324,2024-09-26,2025-09-26,0.2658,15,Tata,Hatchback,876,200000,45,42,M,Tier1,0,0,0.0,0
ABC-MOT-001325,2024-08-22,2025-08-22,0.3616,2,Mahindra,Hatchback,809,593422,0,25,M,Tier1,1,0,0.0,0
ABC-MOT-001326,2024-02-12,2025-02-11,0.8877,4,Maruti,MUV,2492,732313,45,44,M,Tier3,0,0,0.0,0
ABC-MOT-001327,2024-03-01,2025-03-01,0.8384,10,Maruti,SUV,1991,513050,0,33,M,Tier3,1,1,27610.0,0
ABC-MOT-001328,2024-04-28,2025-04-28,0.6795,0,Mahindra,Hatchback,1177,514348,35,46,M,Tier2,0,0,0.0,0
ABC-MOT-001329,2024-01-17,2025-01-16,0.9589,4,Maruti,Hatchback,1074,372695,45,45,M,Tier2,0,0,0.0,0
ABC-MOT-001330,2024-05-28,2025-05-28,0.5973,2,Hyundai,Hatchback,939,475619,0,32,M,Tier1,2,0,0.0,0
ABC-MOT-001331,2024-06-17,2025-06-17,0.5425,8,Mahindra,MUV,2442,501136,45,18,M,Tier1,0,0,0.0,0
ABC-MOT-001332,2024-10-11,2025-10-11,0.2247,3,Tata,Sedan,1356,793147,0,37,M,Tier3,1,0,0.0,0
ABC-MOT-001333,2024-03-03,2025-03-03,0.8329,2,Maruti,Hatchback,872,404797,35,22,M,Tier2,0,0,0.0,0
ABC-MOT-001334,2024-07-26,2025-07-26,0.4356,0,Maruti,SUV,2305,1847275,25,40,M,Tier2,0,0,0.0,0
ABC-MOT-001335,2024-08-31,2025-08-31,0.337,14,Other,Hatchback,1021,200000,35,36,M,Tier1,0,0,0.0,0
ABC-MOT-001336,2024-06-13,2025-06-13,0.5534,0,Hyundai,Hatchback,969,761366,35,32,M,Tier2,0,0,0.0,0
ABC-MOT-001337,2024-11-28,2025-11-28,0.0932,5,Maruti,SUV,2088,771480,0,24,M,Tier3,1,0,0.0,0
ABC-MOT-001338,2024-04-26,2025-04-26,0.6849,1,Maruti,Hatchback,1187,682412,35,54,M,Tier3,0,0,0.0,0
ABC-MOT-001339,2024-05-29,2025-05-29,0.5945,17,Maruti,SUV,1780,200000,25,34,M,Tier2,0,0,0.0,0
ABC-MOT-001340,2024-01-02,2025-01-01,1.0,0,Other,SUV,2401,1637868,25,68,M,Tier1,0,0,0.0,0
ABC-MOT-001341,2024-05-30,2025-05-30,0.5918,14,Maruti,Hatchback,1164,200000,45,40,M,Tier3,0,0,0.0,0
ABC-MOT-001342,2024-01-08,2025-01-07,0.9836,20,Maruti,SUV,2259,200000,50,44,M,Tier2,0,1,33092.0,0
ABC-MOT-001343,2024-12-26,2025-12-26,0.0164,1,Hyundai,SUV,1657,1529196,20,40,M,Tier1,0,0,0.0,0
ABC-MOT-001344,2024-03-29,2025-03-29,0.7616,0,Maruti,SUV,1589,1577002,45,44,F,Tier1,0,0,0.0,0
ABC-MOT-001345,2024-10-24,2025-10-24,0.189,5,Maruti,SUV,1620,1027721,20,53,M,Tier2,0,0,0.0,0
ABC-MOT-001346,2024-02-12,2025-02-11,0.8877,1,Other,Hatchback,1080,448629,0,53,M,Tier3,2,1,21553.0,0
ABC-MOT-001347,2024-04-10,2025-04-10,0.7288,2,Mahindra,Hatchback,959,504158,45,18,F,Tier3,0,0,0.0,0
ABC-MOT-001348,2024-02-13,2025-02-12,0.8849,7,Maruti,SUV,2487,547222,50,50,M,Tier3,0,0,0.0,0
ABC-MOT-001349,2024-05-14,2025-05-14,0.6356,11,Hyundai,Hatchback,802,200000,25,45,M,Tier2,0,0,0.0,0
ABC-MOT-001350,2024-08-08,2025-08-08,0.4,4,Maruti,Hatchback,949,325047,45,40,M,Tier3,0,0,0.0,0
ABC-MOT-001351,2024-06-02,2025-06-02,0.5836,8,Maruti,Sedan,1358,323934,45,60,M,Tier1,0,0,0.0,0
ABC-MOT-001352,2024-08-09,2025-08-09,0.3973,0,Tata,Hatchback,1152,555657,20,61,M,Tier1,0,0,0.0,0
ABC-MOT-001353,2024-10-22,2025-10-22,0.1945,13,Hyundai,SUV,1621,208961,25,50,M,Tier1,0,0,0.0,0
ABC-MOT-001354,2024-01-17,2025-01-16,0.9589,0,Mahindra,SUV,1908,1085874,45,33,M,Tier2,0,0,0.0,0
ABC-MOT-001355,2024-06-04,2025-06-04,0.5781,0,Toyota,SUV,2366,1702430,20,25,F,Tier3,0,0,0.0,0
ABC-MOT-001356,2024-08-05,2025-08-05,0.4082,1,Maruti,Hatchback,1188,468095,0,49,M,Tier3,1,0,0.0,0
ABC-MOT-001357,2024-07-10,2025-07-10,0.4795,3,Kia,Sedan,1749,485704,0,56,F,Tier3,1,0,0.0,0
ABC-MOT-001358,2024-02-23,2025-02-22,0.8575,0,Hyundai,SUV,2153,1123333,35,18,M,Tier2,0,0,0.0,0
ABC-MOT-001359,2024-03-16,2025-03-16,0.7973,13,Maruti,Hatchback,865,200000,25,53,M,Tier2,0,0,0.0,0
ABC-MOT-001360,2024-05-18,2025-05-18,0.6247,1,Honda,SUV,1596,962184,20,36,F,Tier1,0,0,0.0,0
ABC-MOT-001361,2024-08-26,2025-08-26,0.3507,11,Maruti,SUV,1911,466029,25,18,M,Tier2,0,0,0.0,0
ABC-MOT-001362,2024-12-28,2025-12-28,0.011,13,Hyundai,Hatchback,991,200000,45,45,M,Tier2,0,0,0.0,0
ABC-MOT-001363,2024-05-14,2025-05-14,0.6356,3,Mahindra,Hatchback,1005,382884,0,50,M,Tier1,1,0,0.0,0
ABC-MOT-001364,2024-07-10,2025-07-10,0.4795,11,Maruti,SUV,1549,374836,35,35,M,Tier1,0,0,0.0,0
ABC-MOT-001365,2024-04-22,2025-04-22,0.6959,8,Toyota,Hatchback,1070,200000,45,27,F,Tier1,0,0,0.0,0
ABC-MOT-001366,2024-01-13,2025-01-12,0.9699,2,Maruti,SUV,1895,1302278,20,60,M,Tier3,0,0,0.0,0
ABC-MOT-001367,2024-05-25,2025-05-25,0.6055,8,Honda,SUV,1608,691444,20,31,F,Tier2,0,0,0.0,0
ABC-MOT-001368,2024-05-07,2025-05-07,0.6548,6,Maruti,Hatchback,1166,216893,35,53,M,Tier1,0,0,0.0,0
ABC-MOT-001369,2024-02-25,2025-02-24,0.8521,1,Maruti,SUV,1856,1044859,20,21,F,Tier3,0,0,0.0,0
ABC-MOT-001370,2024-09-02,2025-09-02,0.3315,19,Maruti,Sedan,1339,200000,20,44,M,Tier1,0,0,0.0,0
ABC-MOT-001371,2024-04-04,2025-04-04,0.7452,5,Honda,Hatchback,996,250511,45,44,M,Tier1,0,0,0.0,0
ABC-MOT-001372,2024-03-23,2025-03-23,0.7781,9,Maruti,MUV,2450,294564,0,50,F,Tier2,1,1,12674.0,0
ABC-MOT-001373,2024-05-22,2025-05-22,0.6137,2,Toyota,SUV,2324,1280420,0,57,M,Tier1,1,0,0.0,0
ABC-MOT-001374,2024-12-18,2025-12-18,0.0384,5,Maruti,SUV,1599,847955,25,30,M,Tier1,0,0,0.0,0
ABC-MOT-001375,2024-08-20,2025-08-20,0.3671,1,Hyundai,SUV,2186,1096447,35,46,F,Tier2,0,1,11385.0,0
ABC-MOT-001376,2024-06-04,2025-06-04,0.5781,1,Maruti,Sedan,1598,1050638,45,23,M,Tier1,0,0,0.0,0
ABC-MOT-001377,2024-10-27,2025-10-27,0.1808,7,Maruti,Sedan,1731,311880,25,23,M,Tier1,0,0,0.0,0
ABC-MOT-001378,2024-01-08,2025-01-07,0.9836,10,Kia,Hatchback,1186,200000,45,33,M,Tier1,0,0,0.0,0
ABC-MOT-001379,2024-05-03,2025-05-03,0.6658,20,Hyundai,Hatchback,1098,200000,50,44,F,Tier3,0,0,0.0,0
ABC-MOT-001380,2024-07-16,2025-07-16,0.463,3,Tata,Sedan,1592,728044,0,60,M,Tier2,1,0,0.0,0
ABC-MOT-001381,2024-06-27,2025-06-27,0.5151,0,Tata,Sedan,1412,1060042,25,62,M,Tier3,0,0,0.0,0
ABC-MOT-001382,2024-09-04,2025-09-04,0.326,0,Hyundai,SUV,2399,1667646,45,35,M,Tier2,0,0,0.0,0
ABC-MOT-001383,2024-09-13,2025-09-13,0.3014,1,Tata,Sedan,1765,957332,0,43,M,Tier1,1,0,0.0,0
ABC-MOT-001384,2024-06-15,2025-06-15,0.5479,17,Toyota,SUV,2491,209063,25,51,M,Tier1,0,0,0.0,0
ABC-MOT-001385,2024-12-06,2025-12-06,0.0712,1,Tata,SUV,2454,1374463,45,49,F,Tier1,0,0,0.0,0
ABC-MOT-001386,2024-12-05,2025-12-05,0.074,2,Hyundai,MUV,2141,874239,0,37,F,Tier2,3,0,0.0,0
ABC-MOT-001387,2024-06-22,2025-06-22,0.5288,14,Tata,Hatchback,1182,200000,35,40,F,Tier2,0,1,20911.0,0
ABC-MOT-001388,2024-11-26,2025-11-26,0.0986,4,Tata,MUV,2282,615678,35,38,M,Tier2,0,0,0.0,0
ABC-MOT-001389,2024-08-22,2025-08-22,0.3616,2,Hyundai,SUV,1740,1342525,35,37,M,Tier2,0,0,0.0,0
ABC-MOT-001390,2024-02-20,2025-02-19,0.8658,0,Tata,Hatchback,812,520794,45,35,M,Tier1,0,0,0.0,0
ABC-MOT-001391,2024-02-13,2025-02-12,0.8849,0,Hyundai,Hatchback,1192,592937,45,38,M,Tier3,0,0,0.0,0
